,permno,date,ret,pred
0,14593,202112,0.074229,-0.003064477895013965
1,14593,202109,-0.068037,-0.0007598889283246431
2,10107,202111,-0.001236,-0.0011022063418165834
3,10107,202112,0.017333,0.002601750246316356
4,14593,202111,0.10494,0.0018710229964064504
5,14593,202108,0.042438,0.0020615292097699023
6,14593,202110,0.058657,0.004355660302402819
7,10107,202109,-0.066119,0.0011351605426525163
8,14593,202107,0.064982,0.0038228736607760563
9,14593,202101,-0.005502,0.001982419717081657
10,14593,202102,-0.079532,0.006382665680454272
11,14593,202009,-0.102526,0.0003624895693216737
12,14593,202105,-0.050434,0.005331031028952375
13,10107,202108,0.061528,0.0032249168730897754
14,10107,202110,0.176291,0.006254931846025349
15,14593,202106,0.099109,0.009532254465127562
16,14593,202104,0.076218,0.010839780195894596
17,10107,202107,0.051717,0.0026288713824997034
18,14593,202103,0.00734,0.013519052364530763
19,14593,202012,0.114574,0.0033196868159195737
20,14593,202010,-0.060012,0.007188053926995782
21,10107,202105,-0.007693,0.0041951171036747475
22,10107,202106,0.084989,0.00670879927013979
23,14593,202011,0.09549,0.008124540721973751
24,14593,202008,0.216309,0.00537534186737796
25,84788,202112,-0.049252,0.005182599899217065
26,10107,202104,0.069602,0.008300640029764234
27,84788,202109,-0.053518,0.004359841256790065
28,10107,202103,0.014588,0.009185804128499654
29,10107,202102,0.004225,0.006661272182794307
30,84788,202105,-0.07047,0.0050973101767969944
31,84788,202107,-0.032722,0.006226214461883484
32,84788,202009,-0.087579,0.0029572387262739273
33,84788,202111,0.039924,0.007039089709745289
34,10107,202009,-0.067397,0.004795349180579982
35,84788,202108,0.043034,0.007637548779726715
36,10107,202101,0.042892,0.007843085497152947
37,84788,202110,0.026602,0.008112698641427087
38,84788,202101,-0.015576,0.01021306949318701
39,84788,202106,0.067355,0.011397455225202746
40,10107,202012,0.039006,0.007026227329105281
41,84788,202102,-0.035328,0.01221575635740206
42,10107,202010,-0.03737,0.00925901779657819
43,84788,202012,0.028058,0.008991601754177236
44,84788,202008,0.090461,0.003166860822589379
45,84788,202010,-0.035754,0.00911232716498767
46,14593,202007,0.165132,0.007632882779809454
47,84788,202104,0.120663,0.012381807459524118
48,84788,202103,0.000372,0.014785072198034925
49,10107,202008,0.10258,0.00895403975433801
50,10107,202007,0.007371,0.005666190191468981
51,10107,202011,0.060058,0.010431343346098444
52,84788,202011,0.04344,0.011724582435786692
53,10107,202006,0.110559,0.009318742667982778
54,84788,202007,0.147114,0.003967983512584563
55,14593,202006,0.147386,0.010912836963554252
56,10107,202005,0.025389,0.00554825296934363
57,14593,202002,-0.11431,0.009482895960502367
58,10107,202002,-0.045292,0.00932353581494903
59,14593,202001,0.05401,0.008489681254959348
60,14593,202005,0.084956,0.007279890138997762
61,84788,202005,-0.012785,0.0013490312920205055
62,10107,202003,-0.026541,0.012142623530944367
63,84788,202006,0.129567,0.009084742928729853
64,10107,202001,0.079455,0.011000325354201822
65,10107,202004,0.136326,0.011466385123698967
66,14593,202003,-0.069761,0.014084956992199037
67,14593,201912,0.098784,0.006534388051770156
68,10107,201912,0.041749,0.00891492595078355
69,93436,202112,-0.076855,0.004931235803768821
70,93436,202111,0.027612,0.0027417213742422543
71,14593,201911,0.077424,0.006240704304850492
72,14593,202004,0.155374,0.013569869053145625
73,14593,201809,-0.008303,0.005799633093888264
74,10107,201911,0.059427,0.011092143916988505
