,permno,DATE,pred,RET
422,90319,202005,0.025500085,0.064469
423,22111,202009,0.016698489,-0.029529
429,59408,202111,0.018640704,-0.069276
432,90319,202003,0.01131524,-0.132388
433,90319,202001,-0.0011533406,0.069726
435,47896,201802,0.0020900993,-0.00147
436,13407,202004,0.024572084,0.227278
441,13407,201904,0.0010813046,0.160238
443,55976,202106,0.014349042,-0.007111
446,55976,202108,0.014371184,0.042792
447,47896,201911,0.003265243,0.054755
449,13407,201902,0.0011083521,-0.031436
450,55976,202102,0.014086921,-0.075237
451,55976,202010,0.013559569,-0.008291
452,47896,201803,0.0021272022,-0.047879
454,92611,202107,0.017689638,0.053759
455,22111,202005,0.016475823,-0.001866
456,55976,202107,0.014336481,0.01085
457,92611,202105,0.017681815,-0.025432
458,13407,201810,0.00084914546,-0.07704
462,22111,201812,0.013880396,-0.121511
463,55976,202105,0.014355531,0.019084
465,55976,202009,0.013535773,0.007634
466,55976,202011,0.013600369,0.101189
468,92655,202109,0.018136822,-0.057847
469,14542,202004,0.025405474,0.159828
470,66181,202111,0.013552893,0.077662
471,47896,202102,0.01750156,0.143779
472,55976,202112,0.014370989,0.032781
474,22111,202010,0.016714968,-0.079057
475,22111,202006,0.016475597,-0.054588
476,22111,202002,0.015134525,-0.09028
478,47896,201808,0.0022817412,-0.003219
479,14542,201903,-0.00052859634,0.047673
480,90319,201912,-0.0011432786,0.027069
481,14542,201807,-0.00053564087,0.091077
482,14542,201902,-0.00051171146,0.00318
483,92655,202108,0.01813099,0.009825
484,92655,202106,0.01814492,-0.024349
486,55976,202110,0.014375739,0.072033
488,47896,202101,0.017184664,0.019674
490,92611,202109,0.01769737,-0.027717
491,14542,201803,0.002607164,-0.066025
493,13407,201903,0.001104298,0.032456
494,47896,201809,0.0022603776,-0.015186
495,92611,202106,0.017684737,0.028685
496,13407,201804,0.00068268366,0.076413
497,14542,201906,-0.00069108885,-0.020587
498,83443,202106,0.01862945,-0.039801
499,22111,202001,0.015095774,0.020566
500,22111,202008,0.016691115,0.059413
504,55976,202104,0.014363251,0.030038
505,14542,201812,-0.0005028788,-0.053745
507,22111,202012,0.016752876,0.08778
508,83443,202111,0.018681854,-0.035957
510,47896,201810,0.0022903886,-0.026764
512,83443,202109,0.018685343,-0.044896
514,14542,201806,0.0026094606,0.028258
515,92655,202107,0.018139735,0.029418
516,91233,202108,0.017662693,-0.102892
518,90319,201911,-0.0011357507,0.035979
519,47896,201905,0.0027305186,-0.086945
520,14542,201811,-0.000496136,0.016401
521,92655,202105,0.018146481,0.032899
522,47896,201910,0.003248524,0.06908
523,47896,201908,0.003251953,-0.052931
525,14542,201907,-0.0010241941,0.125607
526,22111,201905,0.013893365,-0.064448
527,92611,202110,0.017699989,-0.049293
528,91233,202105,0.017546546,-0.056222
529,22111,201811,0.01387032,0.05579
530,22111,201801,0.01451237,-0.01095
532,47896,201804,0.0021505216,-0.005729
537,86580,202105,0.022899449,0.082281
539,22111,201904,0.0138896145,0.010087
541,22111,201802,0.014513922,-0.054056
542,47896,201801,0.002081287,0.086871
543,47896,201805,0.0021801675,-0.016271
544,92611,202101,0.016337221,-0.116491
545,22111,201810,0.01386523,0.013172
546,22111,202007,0.016664367,0.036479
548,11850,201802,-0.00089618657,-0.123597
549,22111,201907,0.015117824,-0.065049
550,47896,201812,0.002666573,-0.122043
551,83443,202108,0.018683312,0.026878
555,83443,202107,0.018674312,0.001331
556,92655,202110,0.018140547,0.178456
557,90319,201809,-0.0005327901,-0.020068
558,93436,202011,0.01955728,0.462736
560,55976,202103,0.014333444,0.049723
561,83443,202105,0.01861968,0.0527
563,90319,201808,-0.00052938145,0.003732
564,55976,202008,0.0135291945,0.077203
565,47896,201811,0.0024100756,0.019905
567,90319,201910,-0.0011028303,0.03084
568,14542,201801,0.0026060743,0.118062
569,90319,201908,-0.0010956032,-0.022714
570,13407,201811,0.00092499424,-0.073654
572,47896,201806,0.0021951497,-0.026259
573,59408,202112,0.018638965,0.005172
574,22111,201903,0.013886436,0.023053
575,59408,202106,0.018430933,-0.023119
576,47896,201907,0.0032406086,0.044723
578,14542,201901,-0.000517576,0.077983
582,22111,201912,0.015085848,0.06095
583,83443,202110,0.018686507,0.05155
584,22111,201809,0.013848646,0.025837
586,22111,202011,0.01671993,0.062577
587,83443,202112,0.018674135,0.080632
588,14542,201804,0.00261008,-0.014015
589,90319,201810,-0.00051079225,-0.096514
590,92611,202103,0.017187007,-0.003108
592,11850,201810,-0.0005993908,-0.062809
596,47896,202012,0.016906148,0.077961
597,92611,202104,0.017682927,0.103103
598,90319,201905,-0.0005555181,-0.077117
599,91233,202107,0.017653752,0.058314
603,92611,202009,0.016015895,-0.056701
604,92611,202111,0.017701717,-0.083227
605,59408,202110,0.01863721,0.125559
607,47896,202003,0.013026165,-0.224615
608,22111,201902,0.013883373,0.033514
611,90319,201909,-0.0010974463,0.025711
616,92611,202012,0.016184615,0.039838
618,91233,202009,0.016032936,-0.055892
619,22111,201808,0.01385299,0.023166
624,14542,201805,0.0026116986,0.066507
625,47896,201807,0.0022412855,0.108541
626,91233,202106,0.017559094,0.012508
628,11850,201801,-0.0008973917,0.043759
630,22111,202003,0.016672226,-0.024911
633,59408,202107,0.018581964,-0.069609
637,90319,201802,0.0026061386,-0.066231
638,91233,202101,0.016374398,-0.112652
639,90319,201904,-0.00054812804,0.018753
640,92655,202104,0.01814948,0.071841
641,55976,202006,0.013407659,-0.034499
642,59408,202109,0.018610204,0.021796
643,47896,201909,0.0032505523,0.071273
644,91233,202104,0.017547298,0.074287
646,11850,201807,-0.000628409,-0.014747
647,18163,202112,0.017700251,0.131415
648,66181,202108,0.013531028,-0.006125
650,90319,202004,0.02540347,0.159
651,91233,202103,0.017315248,0.006217
652,22111,201803,0.014547257,-0.01332
653,18163,202108,0.017659646,0.001125
654,22111,201906,0.0139157865,0.06199
655,59408,202105,0.018406881,0.045892
657,66181,202105,0.013101956,-0.014706
660,22111,201911,0.01509102,0.04847
663,66181,202110,0.013548793,0.132456
665,22111,201901,0.013882275,0.031228
666,18163,202010,0.0118958745,-0.007909
667,18163,202111,0.017701684,0.01112
668,14888,202011,0.025560398,-0.135646
669,18163,202109,0.01768694,-0.018189
670,22111,202004,0.016497245,0.144208
673,11850,201808,-0.00061564706,-0.00638
674,18163,202101,0.01669988,-0.072871
677,55976,202005,0.013369918,0.025093
678,18163,202012,0.011896213,0.001944
679,66181,202109,0.0135476915,0.011435
680,47896,201902,0.0026971353,0.008309
681,11850,201806,-0.0009001726,0.018341
682,18163,202009,0.011899408,0.004771
683,22111,201804,0.014539676,-0.012954
684,47896,201906,0.0027945861,0.055115
685,22111,201908,0.015149185,-0.006988
687,26403,202103,0.013319871,-0.02391
688,15488,202107,0.02725709,-0.054721
689,11850,201904,-0.0010803426,-0.006436
691,47896,201903,0.0027081333,-0.029992
692,22111,201910,0.015101421,0.02056
694,83443,202104,0.01861295,0.076252
696,91233,202110,0.017691754,-0.033709
698,86580,202103,0.022904623,-0.026414
700,18163,202011,0.011897182,0.01291
702,11850,201905,-0.0011169249,-0.107623
703,18163,202110,0.017688751,0.02904
704,92611,202002,0.012665944,-0.084988
705,11850,201809,-0.0005797269,0.060496
706,22111,201805,0.0145657975,-0.047197
707,55976,202007,0.01344602,0.080314
709,15488,202109,0.027323421,-0.098559
711,66181,202106,0.013093366,0.005111
712,66181,202107,0.013074891,0.029164
713,91233,202109,0.017668271,0.004188
714,22111,201909,0.015140328,0.007946
715,55976,201912,0.010641945,0.002351
718,13407,201812,0.0010209484,-0.067705
719,26403,202105,0.014178723,-0.039619
721,55976,201910,0.010587425,-0.011965
722,90319,201807,-0.00053279754,0.086814
723,11850,201811,-0.000708336,0.008032
724,90319,201903,-0.0005270848,0.044685
726,55976,202001,0.010646597,-0.036604
727,92611,202010,0.016054442,-0.091314
728,90319,201902,-0.00051163044,0.000586
729,11850,201812,-0.00095796026,-0.142264
732,91233,202010,0.016079003,-0.145282
735,26403,202104,0.014161731,0.008129
736,11850,201903,-0.0010466669,0.022397
739,59408,202104,0.018400785,0.047558
740,86580,202010,0.02235882,-0.073648
741,14888,202010,0.025516327,0.036431
744,55976,201911,0.010636701,0.015606
745,18163,202104,0.0176492,-0.008419
747,92655,202101,0.01774428,-0.048762
748,91233,202012,0.016203415,0.060711
749,86580,202104,0.022993505,0.124455
750,86580,202012,0.022436272,-0.025557
751,90319,201812,-0.00050239544,-0.058298
753,47896,201904,0.002720056,0.154302
755,90319,201906,-0.00068786833,-0.021419
758,18163,202107,0.017633598,0.060548
759,18163,202106,0.017648436,0.000593
760,86580,202009,0.022331532,0.011963
762,83443,202103,0.018585905,0.062201
763,90319,201803,0.0026082965,-0.060494
764,26403,202109,0.014187844,-0.066906
765,92611,202006,0.015910167,-0.010602
766,59408,201802,0.0017329594,0.003125
767,11850,201805,-0.00090184715,0.055434
768,59408,201803,0.0017345613,-0.061994
769,66181,202104,0.01311288,0.060344
770,90319,201806,0.0026102858,0.026536
771,26403,202101,0.012978086,-0.071807
772,92611,202102,0.016643867,0.100699
773,91233,202111,0.017694449,-0.061397
774,18163,202105,0.01765184,0.010718
777,55976,201909,0.010593496,0.038684
778,90319,201811,-0.00049474556,0.017486
779,14888,202009,0.025151376,0.024214
780,92611,202007,0.01594387,-0.01434
781,59408,202108,0.018596854,0.088373
782,22111,201807,0.013865329,0.092138
784,18163,202008,0.011903839,0.054988
785,55976,202002,0.010637373,-0.059481
787,47896,201901,0.0026854929,0.068429
788,26403,202106,0.014183504,-0.016121
790,90319,201907,-0.0010223659,0.125046
792,11850,201907,-0.0013674097,-0.029623
795,15488,202108,0.027304094,0.047654
797,92611,202112,0.017691743,0.118388
799,86580,202101,0.022494048,-0.004998
804,86580,202102,0.02262723,0.055794
805,55976,202004,0.013307299,0.069794
806,38703,201802,0.002103798,-0.106111
808,92611,202001,0.012646813,0.058914
809,92611,202008,0.015998801,0.114969
810,11850,201803,-0.00090067275,-0.014919
811,22111,201806,0.014555601,0.014379
813,26403,202108,0.014187883,0.029997
814,26403,202107,0.014186272,0.001422
816,92655,202012,0.017625835,0.046352
817,75510,202112,0.027888779,-0.153452
822,83443,202101,0.01818871,-0.017251
824,59408,202001,0.0029049972,-0.067859
825,92655,202102,0.017954398,-0.004077
827,75510,202109,0.027894001,-0.13256
828,11850,201804,-0.00090233143,0.042086
829,92611,201912,0.012654672,0.018373
831,55976,201802,0.009669017,-0.155628
832,18163,202102,0.01718154,-0.036503
833,55976,201907,0.010509913,-0.000996
834,92655,202103,0.018122064,0.123713
835,55976,201908,0.01059969,0.039953
836,13407,201901,0.0010953015,0.271569
838,91233,202002,-0.0023027388,-0.081313
839,11850,201908,-0.001465098,-0.067375
841,90319,201801,0.00260734,0.12229
844,83443,202012,0.018135658,0.012931
849,83443,202001,0.016148185,-0.009139
851,90319,201901,-0.0005167434,0.077448
853,83443,202102,0.018394146,0.05547
854,92611,201909,0.012618351,-0.048723
855,91233,202102,0.016734699,0.118752
857,18163,202001,0.0073289583,0.00373
858,18163,201910,0.0006462401,0.007042
861,18163,201911,0.0006577857,-0.019677
863,83443,202002,0.016168792,-0.080604
864,86580,202011,0.022400923,0.069212
865,11850,201902,-0.0010388726,0.089656
866,92611,202003,0.014380785,-0.113556
869,90319,201804,0.0026105456,-0.017895
871,75510,202111,0.027896535,0.029968
874,59408,201809,0.0023137014,-0.042677
875,92611,201911,0.012651311,0.033266
877,59408,201808,0.0023407945,0.001619
879,15488,202105,0.027095905,-0.008655
881,59408,201801,0.0017312048,0.084011
882,18163,202002,0.0073313266,-0.091398
883,26403,202110,0.014191809,-0.000591
884,92611,201908,0.012630991,0.017247
885,26403,202111,0.014189059,-0.142959
886,91233,202112,0.01768659,0.140988
889,66181,202009,0.012533368,-0.020453
891,59408,201804,0.0017341264,-0.002334
892,92611,202011,0.016083166,0.159375
893,91233,202008,0.016015451,0.160957
894,89393,202111,0.019539695,-0.070128
895,15488,202110,0.02733073,-0.106145
896,83443,202009,0.01801276,-0.02339
897,55976,202003,0.011659074,0.060178
898,15488,202106,0.027097877,0.120991
899,47896,202009,0.01665691,-0.039126
900,26403,202102,0.0131224515,0.124101
901,92611,202005,0.015851192,0.094114
903,83443,201912,0.01614824,0.028143
904,18163,201912,0.00065820664,0.023267
905,15488,202103,0.026918609,-0.065461
906,90319,201805,0.002612291,0.079935
907,18163,202103,0.017617509,0.096333
909,59408,201805,0.0017389636,-0.025401
914,92611,201907,0.012578288,0.025641
916,21936,202112,0.021055212,0.099014
918,18163,201909,0.000658175,0.034517
920,59408,201912,0.0029227799,0.062425
921,59408,202103,0.018183071,0.11985
922,11850,201906,-0.0012839483,0.082803
923,14888,202012,0.025732422,-0.116305
925,66181,202010,0.012562269,-0.03961
926,91233,202006,0.0129879,-0.017249
927,47896,202011,0.01677607,0.202366
928,11850,201910,-0.0014921632,-0.043053
929,38703,201801,0.0020952886,0.084226
930,66181,202012,0.012656239,-0.037093
932,83443,202010,0.018038949,-0.051846
933,91233,202001,-0.002310088,0.059446
935,83443,201812,0.014742232,-0.064425
936,83443,201905,0.01489066,-0.089013
938,92611,201910,0.012630119,0.039823
939,92655,202009,0.017505374,0.001504
940,47896,202006,0.01603083,-0.033398
941,92655,202010,0.017544147,-0.021266
942,75510,202108,0.027879968,0.067677
943,18163,202007,0.011908419,0.103209
946,11850,202001,-0.0015924042,-0.109774
948,18163,201908,0.00066299364,0.018553
949,55976,201905,0.010372848,-0.00846
950,83443,201911,0.01614574,0.036316
951,47896,202008,0.016620774,0.036734
952,59408,201806,0.0017364519,-0.02927
953,59408,201810,0.0023388984,-0.066531
957,55976,201811,0.009923442,-0.026227
958,91233,202007,0.015959982,0.044741
960,90215,202111,0.027676173,-0.049151
961,47896,202010,0.016756337,0.027735
966,55976,201801,0.009664615,0.079494
967,83443,201810,0.0143951075,-0.04124
970,18163,202005,0.011915166,-0.016544
971,47896,202005,0.015958281,0.016186
972,83443,201907,0.015966333,-0.036309
973,66181,202102,0.012934912,-0.046082
974,91233,201912,-0.002308976,0.021764
977,55976,201906,0.010479748,0.089215
978,59408,201905,0.00270099,-0.13015
983,59408,202002,0.002880999,-0.131892
984,92655,202011,0.017562373,0.102248
985,11850,201909,-0.0014648959,0.031104
988,92655,202006,0.017411863,-0.028375
990,11850,201901,-0.0010271268,0.074644
991,91233,202003,0.0113220075,-0.167752
992,83443,201910,0.01612626,0.021921
993,11850,201912,-0.0015843399,0.024218
994,14888,202102,0.02679465,-0.06331
999,55976,201903,0.01027589,-0.009395
1000,92655,202008,0.017494641,0.032268
1001,66181,202011,0.012591132,0.040119
1003,18163,202006,0.011911227,0.031487
1005,47896,202007,0.016466677,0.036998
1006,83443,201802,0.014625242,-0.033492
1009,83443,202003,0.014239938,-0.113938
1010,66181,202101,0.012749174,0.019577
1011,92611,201905,0.012507797,-0.017333
1012,11850,201911,-0.0015745284,0.021163
1013,59408,201807,0.0023078592,0.095424
1015,38703,201803,0.0021324782,-0.102722
1017,59408,201908,0.002800784,-0.103325
1018,66181,202008,0.012528576,0.073638
1020,66093,202001,0.00433914,-0.024053
1022,91233,202011,0.016101457,0.165847
1024,15488,202104,0.027049597,0.080094
1025,83443,201809,0.01441002,0.025824
1026,14888,202008,0.02510567,0.143455
1031,89393,202112,0.019539962,-0.061474
1033,55976,201812,0.010226366,-0.040758
1036,83443,202011,0.01808936,0.133779
1037,55976,201809,0.009794188,-0.020342
1042,91233,201909,-0.0022940626,-0.03483
1044,83443,201909,0.016110424,0.022664
1046,38703,201809,0.0022841254,-0.101231
1048,59408,201911,0.0028982693,0.065558
1049,66093,201911,0.004322665,-0.028839
1050,83443,201908,0.016108682,-0.009833
1051,59408,201903,0.0026480928,-0.051238
1052,92611,201906,0.012576193,0.075745
1053,83443,201811,0.014609821,0.063133
1057,83443,201902,0.014808822,-0.020629
1060,55976,201904,0.010293461,0.054445
1061,92655,202007,0.01744767,0.026547
1063,18163,202003,0.011236368,-0.028526
1066,75510,202107,0.02787,0.061454
1067,90215,202112,0.027675759,-0.108191
1068,59408,201812,0.0026241774,-0.127113
1070,83443,201803,0.014646891,-0.037259
1071,92655,202001,0.007967438,-0.073236
1073,55976,201902,0.010257563,0.032975
