,permno,DATE,pred,RET
429,59408,202111,0.020785365,-0.069276
432,90319,202003,-0.13204893,-0.132388
433,90319,202001,0.01904854,0.069726
435,47896,201802,0.019653305,-0.00147
436,13407,202004,0.13527457,0.227278
441,13407,201904,0.021177163,0.160238
443,55976,202106,0.019614656,-0.007111
446,55976,202108,0.0189589,0.042792
447,47896,201911,0.019211885,0.054755
449,13407,201902,0.019676173,-0.031436
450,55976,202102,0.019775078,-0.075237
451,55976,202010,0.019853644,-0.008291
452,47896,201803,0.02000321,-0.047879
454,92611,202107,0.020111922,0.053759
455,22111,202005,0.02021237,-0.001866
456,55976,202107,0.020269103,0.01085
457,92611,202105,0.020340841,-0.025432
458,13407,201810,0.020399451,-0.07704
462,22111,201812,0.06439014,-0.121511
463,55976,202105,0.02141964,0.019084
465,55976,202009,0.02069036,0.007634
466,55976,202011,0.020180166,0.101189
468,92655,202109,0.020545082,-0.057847
469,14542,202004,0.1329388,0.159828
470,66181,202111,0.022128826,0.077662
471,47896,202102,0.020926844,0.143779
472,55976,202112,0.020404302,0.032781
474,22111,202010,0.052448727,-0.079057
475,22111,202006,0.021132229,-0.054588
476,22111,202002,0.02075453,-0.09028
478,47896,201808,0.020254776,-0.003219
479,14542,201903,0.020677516,0.047673
480,90319,201912,0.020709682,0.027069
481,14542,201807,0.020648671,0.091077
482,14542,201902,0.02069975,0.00318
483,92655,202108,0.020733321,0.009825
484,92655,202106,0.02074257,-0.024349
486,55976,202110,0.020757802,0.072033
488,47896,202101,0.020777524,0.019674
490,92611,202109,0.02079204,-0.027717
491,14542,201803,0.020804001,-0.066025
493,13407,201903,0.020817434,0.032456
494,47896,201809,0.020827312,-0.015186
495,92611,202106,0.020837184,0.028685
496,13407,201804,0.020846175,0.076413
497,14542,201906,0.020891476,-0.020587
498,83443,202106,0.020858753,-0.039801
499,22111,202001,0.020869583,0.020566
500,22111,202008,0.021088505,0.059413
504,55976,202104,0.020860806,0.030038
505,14542,201812,0.020892289,-0.053745
507,22111,202012,0.020885555,0.08778
508,83443,202111,0.020888962,-0.035957
510,47896,201810,0.02089632,-0.026764
512,83443,202109,0.020897113,-0.044896
514,14542,201806,0.020901255,0.028258
515,92655,202107,0.020905618,0.029418
516,91233,202108,0.020908413,-0.102892
518,90319,201911,0.020911323,0.035979
519,47896,201905,0.020911193,-0.086945
520,14542,201811,0.020917196,0.016401
521,92655,202105,0.0209193,0.032899
522,47896,201910,0.020921245,0.06908
523,47896,201908,0.020919971,-0.052931
525,14542,201907,0.020925468,0.125607
526,22111,201905,0.048909284,-0.064448
527,92611,202110,0.021334605,-0.049293
528,91233,202105,0.021034703,-0.056222
529,22111,201811,0.04889376,0.05579
530,22111,201801,0.021213261,-0.01095
532,47896,201804,0.020995218,-0.005729
537,86580,202105,0.020459596,0.082281
539,22111,201904,0.069665,0.010087
541,22111,201802,0.021825038,-0.054056
542,47896,201801,0.020957403,0.086871
543,47896,201805,0.020463955,-0.016271
544,92611,202101,0.020776533,-0.116491
545,22111,201810,0.021027055,0.013172
546,22111,202007,0.045854975,0.036479
548,11850,201802,0.021160452,-0.123597
549,22111,201907,0.020920578,-0.065049
550,47896,201812,0.02045853,-0.122043
551,83443,202108,0.020783076,0.026878
555,83443,202107,0.020816863,0.001331
556,92655,202110,0.02076007,0.178456
557,90319,201809,0.020787407,-0.020068
558,93436,202011,0.024831992,0.462736
560,55976,202103,0.020807397,0.049723
561,83443,202105,0.020758072,0.0527
563,90319,201808,0.020705659,0.003732
564,55976,202008,0.020839993,0.077203
565,47896,201811,0.020828482,0.019905
567,90319,201910,0.020814836,0.03084
568,14542,201801,0.020837847,0.118062
569,90319,201908,0.020850116,-0.022714
570,13407,201811,0.020857671,-0.073654
572,47896,201806,0.020862222,-0.026259
573,59408,202112,0.020870408,0.005172
574,22111,201903,0.06827217,0.023053
575,59408,202106,0.021804424,-0.023119
576,47896,201907,0.021049744,0.044723
578,14542,201901,0.02090155,0.077983
582,22111,201912,0.02081862,0.06095
583,83443,202110,0.020906463,0.05155
584,22111,201809,0.020877354,0.025837
586,22111,202011,0.039992627,0.062577
587,83443,202112,0.021143168,0.080632
588,14542,201804,0.02095692,-0.014015
589,90319,201810,0.020575069,-0.096514
590,92611,202103,0.020834148,-0.003108
592,11850,201810,0.020862592,-0.062809
596,47896,202012,0.020813826,0.077961
597,92611,202104,0.02083484,0.103103
598,90319,201905,0.020856652,-0.077117
599,91233,202107,0.020858617,0.058314
603,92611,202009,0.02086439,-0.056701
604,92611,202111,0.020873226,-0.083227
605,59408,202110,0.02087943,0.125559
607,47896,202003,-0.0823478,-0.224615
608,22111,201902,0.07768805,0.033514
611,90319,201909,0.02154464,0.025711
616,92611,202012,0.018873127,0.039838
618,91233,202009,0.01868926,-0.055892
619,22111,201808,0.019656127,0.023166
624,14542,201805,0.019745518,0.066507
625,47896,201807,0.019748455,0.108541
626,91233,202106,0.019932246,0.012508
628,11850,201801,0.020069055,0.043759
630,22111,202003,-0.07903679,-0.024911
633,59408,202107,0.019074123,-0.069609
637,90319,201802,0.019556973,-0.066231
638,91233,202101,0.018426172,-0.112652
639,90319,201904,0.018726505,0.018753
640,92655,202104,0.019425489,0.071841
641,55976,202006,0.019533403,-0.034499
642,59408,202109,0.019622862,0.021796
643,47896,201909,0.019821882,0.071273
644,91233,202104,0.019960169,0.074287
646,11850,201807,0.020057144,-0.014747
647,18163,202112,0.020154025,0.131415
648,66181,202108,0.02024148,-0.006125
650,90319,202004,0.13288826,0.159
651,91233,202103,0.022025049,0.006217
652,22111,201803,0.020736227,-0.01332
653,18163,202108,0.020180475,0.001125
654,22111,201906,0.08940756,0.06199
655,59408,202105,0.022148445,0.045892
657,66181,202105,0.020830514,-0.014706
660,22111,201911,0.020185057,0.04847
663,66181,202110,0.020468198,0.132456
665,22111,201901,0.090286285,0.031228
666,18163,202010,0.02240069,-0.007909
667,18163,202111,0.020889506,0.01112
668,14888,202011,0.02032972,-0.135646
669,18163,202109,0.020551886,-0.018189
670,22111,202004,0.13188551,0.144208
673,11850,201808,0.022178255,-0.00638
674,18163,202101,0.020980984,-0.072871
677,55976,202005,0.020579485,0.025093
678,18163,202012,0.02056789,0.001944
679,66181,202109,0.020767853,0.011435
680,47896,201902,0.020738536,0.008309
681,11850,201806,0.020720784,0.018341
682,18163,202009,0.020890463,0.004771
683,22111,201804,0.020771777,-0.012954
684,47896,201906,0.020796662,0.055115
685,22111,201908,0.020797702,-0.006988
687,26403,202103,0.020818096,-0.02391
688,15488,202107,0.020829715,-0.054721
689,11850,201904,0.020838983,-0.006436
691,47896,201903,0.020852067,-0.029992
692,22111,201910,0.020857899,0.02056
694,83443,202104,0.020866016,0.076252
696,91233,202110,0.020873064,-0.033709
698,86580,202103,0.020903742,-0.026414
700,18163,202011,0.020911982,0.01291
702,11850,201905,0.020889618,-0.107623
703,18163,202110,0.020895677,0.02904
704,92611,202002,0.020898947,-0.084988
705,11850,201809,0.020905053,0.060496
706,22111,201805,0.020908862,-0.047197
707,55976,202007,0.020912401,0.080314
709,15488,202109,0.020915713,-0.098559
711,66181,202106,0.020921033,0.005111
712,66181,202107,0.02092167,0.029164
713,91233,202109,0.020924803,0.004188
714,22111,201909,0.020926578,0.007946
715,55976,201912,0.02092892,0.002351
718,13407,201812,0.020951303,-0.067705
719,26403,202105,0.02093165,-0.039619
721,55976,201910,0.0209342,-0.011965
722,90319,201807,0.020934857,0.086814
723,11850,201811,0.020937853,0.008032
724,90319,201903,0.020939108,0.044685
726,55976,202001,0.020939693,-0.036604
727,92611,202010,0.02103952,-0.091314
728,90319,201902,0.020938385,0.000586
729,11850,201812,0.020974401,-0.142264
732,91233,202010,0.020990372,-0.145282
735,26403,202104,0.02093824,0.008129
736,11850,201903,0.020944715,0.022397
739,59408,202104,0.020939264,0.047558
740,86580,202010,0.09129746,-0.073648
741,14888,202010,0.022480028,0.036431
744,55976,201911,0.021201037,0.015606
745,18163,202104,0.020669773,-0.008419
747,92655,202101,0.02084961,-0.048762
748,91233,202012,0.020967074,0.060711
749,86580,202104,0.04545017,0.124455
750,86580,202012,0.021315888,-0.025557
751,90319,201812,0.02102275,-0.058298
753,47896,201904,0.02058399,0.154302
755,90319,201906,0.020884179,-0.021419
758,18163,202107,0.020896215,0.060548
759,18163,202106,0.020841911,0.000593
760,86580,202009,0.02114721,0.011963
762,83443,202103,0.020857506,0.062201
763,90319,201803,0.020887937,-0.060494
764,26403,202109,0.02086538,-0.066906
765,92611,202006,0.020892395,-0.010602
766,59408,201802,0.02089598,0.003125
767,11850,201805,0.020896815,0.055434
768,59408,201803,0.020902205,-0.061994
769,66181,202104,0.020919356,0.060344
770,90319,201806,0.020910662,0.026536
771,26403,202101,0.020915471,-0.071807
772,92611,202102,0.020918008,0.100699
773,91233,202111,0.020922014,-0.061397
774,18163,202105,0.02092465,0.010718
777,55976,201909,0.020927217,0.038684
778,90319,201811,0.020929815,0.017486
779,14888,202009,0.020932075,0.024214
780,92611,202007,0.020942133,-0.01434
781,59408,202108,0.02093551,0.088373
782,22111,201807,0.021110017,0.092138
784,18163,202008,0.020928754,0.054988
785,55976,202002,0.020943452,-0.059481
787,47896,201901,0.02101993,0.068429
788,26403,202106,0.020933527,-0.016121
790,90319,201907,0.020941041,0.125046
792,11850,201907,0.020938396,-0.029623
795,15488,202108,0.020941341,0.047654
797,92611,202112,0.020943495,0.118388
799,86580,202101,0.020945309,-0.004998
804,86580,202102,0.020949608,0.055794
805,55976,202004,0.119523875,0.069794
806,38703,201802,0.022371525,-0.106111
808,92611,202001,0.021231534,0.058914
809,92611,202008,0.020725047,0.114969
810,11850,201803,0.020825095,-0.014919
811,22111,201806,0.020974025,0.014379
813,26403,202108,0.0209268,0.029997
814,26403,202107,0.020900752,0.001422
816,92655,202012,0.020927519,0.046352
817,75510,202112,0.020931393,-0.153452
822,83443,202101,0.0209276,-0.017251
824,59408,202001,0.020931367,-0.067859
825,92655,202102,0.02093498,-0.004077
827,75510,202109,0.020936254,-0.13256
828,11850,201804,0.020937944,0.042086
829,92611,201912,0.020939905,0.018373
831,55976,201802,0.020941457,-0.155628
832,18163,202102,0.020942863,-0.036503
833,55976,201907,0.020944212,-0.000996
834,92655,202103,0.020945473,0.123713
835,55976,201908,0.02094658,0.039953
836,13407,201901,0.021176482,0.271569
838,91233,202002,0.020933388,-0.081313
839,11850,201908,0.020948509,-0.067375
841,90319,201801,0.020935029,0.12229
844,83443,202012,0.02094802,0.012931
849,83443,202001,0.020948434,-0.009139
851,90319,201901,0.021350173,0.077448
853,83443,202102,0.02091385,0.05547
854,92611,201909,0.020957824,-0.048723
855,91233,202102,0.02092081,0.118752
857,18163,202001,0.020942822,0.00373
858,18163,201910,0.020947175,0.007042
861,18163,201911,0.020942818,-0.019677
863,83443,202002,0.020944629,-0.080604
864,86580,202011,0.035277046,0.069212
865,11850,201902,0.02117064,0.089656
866,92611,202003,-0.07850636,-0.113556
869,90319,201804,0.019327406,-0.017895
871,75510,202111,0.019792493,0.029968
874,59408,201809,0.018685285,-0.042677
875,92611,201911,0.018934205,0.033266
877,59408,201808,0.019622222,0.001619
879,15488,202105,0.019673726,-0.008655
881,59408,201801,0.01974717,0.084011
882,18163,202002,0.01992755,-0.091398
883,26403,202110,0.02005283,-0.000591
884,92611,201908,0.020137949,0.017247
885,26403,202111,0.020227114,-0.142959
886,91233,202112,0.020307098,0.140988
889,66181,202009,0.020393062,-0.020453
891,59408,201804,0.02042944,-0.002334
892,92611,202011,0.02048471,0.159375
893,91233,202008,0.020535797,0.160957
894,89393,202111,0.020570815,-0.070128
895,15488,202110,0.020608146,-0.106145
896,83443,202009,0.020677626,-0.02339
897,55976,202003,-0.018636778,0.060178
898,15488,202106,0.01995601,0.120991
899,47896,202009,0.020795606,-0.039126
900,26403,202102,0.019905828,0.124101
901,92611,202005,0.022907766,0.094114
903,83443,201912,0.020431556,0.028143
904,18163,201912,0.02041667,0.023267
905,15488,202103,0.020277228,-0.065461
906,90319,201805,0.020477062,0.079935
907,18163,202103,0.02053123,0.096333
909,59408,201805,0.020539738,-0.025401
914,92611,201907,0.020586526,0.025641
916,21936,202112,0.020629039,0.099014
918,18163,201909,0.02065648,0.034517
920,59408,201912,0.02068378,0.062425
921,59408,202103,0.020710422,0.11985
922,11850,201906,0.024717122,0.082803
923,14888,202012,0.02081908,-0.116305
925,66181,202010,0.051171813,-0.03961
926,91233,202006,0.021860505,-0.017249
927,47896,202011,0.020843185,0.202366
928,11850,201910,0.020367226,-0.043053
929,38703,201801,0.020701502,0.084226
930,66181,202012,0.02079819,-0.037093
932,83443,202010,0.022143496,-0.051846
933,91233,202001,0.020696959,0.059446
935,83443,201812,0.020809565,-0.064425
936,83443,201905,0.020696733,-0.089013
938,92611,201910,0.020779595,0.039823
939,92655,202009,0.020821381,0.001504
940,47896,202006,0.021507345,-0.033398
941,92655,202010,0.020873493,-0.021266
942,75510,202108,0.020810734,0.067677
943,18163,202007,0.020963592,0.103209
946,11850,202001,0.020825846,-0.109774
948,18163,201908,0.02085346,0.018553
949,55976,201905,0.020841422,-0.00846
950,83443,201911,0.020860437,0.036316
951,47896,202008,0.020917352,0.036734
952,59408,201806,0.020873833,-0.02927
953,59408,201810,0.02090786,-0.066531
957,55976,201811,0.020890452,-0.026227
958,91233,202007,0.02121726,0.044741
960,90215,202111,0.020881303,-0.049151
961,47896,202010,0.021246526,0.027735
966,55976,201801,0.020858342,0.079494
967,83443,201810,0.020917546,-0.04124
970,18163,202005,0.082210995,-0.016544
971,47896,202005,0.026995312,0.016186
972,83443,201907,0.020862173,-0.036309
973,66181,202102,0.020534202,-0.046082
974,91233,201912,0.02070609,0.021764
977,55976,201906,0.020914046,0.089215
978,59408,201905,0.020790964,-0.13015
983,59408,202002,0.020816913,-0.131892
984,92655,202011,0.020866953,0.102248
985,11850,201909,0.020867486,0.031104
988,92655,202006,0.02090858,-0.028375
990,11850,201901,0.047152586,0.074644
991,91233,202003,-0.08709672,-0.167752
992,83443,201910,0.01854393,0.021921
993,11850,201912,0.018956479,0.024218
994,14888,202102,0.017787207,-0.06331
999,55976,201903,0.018176274,-0.009395
1000,92655,202008,0.019019824,0.032268
1001,66181,202011,0.020451177,0.040119
1003,18163,202006,0.019388005,0.031487
1005,47896,202007,0.021651248,0.036998
1006,83443,201802,0.019587051,-0.033492
1009,83443,202003,-0.057393886,-0.113938
1010,66181,202101,0.019328784,0.019577
1011,92611,201905,0.020028377,-0.017333
1012,11850,201911,0.018885098,0.021163
1013,59408,201807,0.019228714,0.095424
1015,38703,201803,0.019750103,-0.102722
1017,59408,201908,0.019757992,-0.103325
1018,66181,202008,0.01989056,0.073638
1020,66093,202001,0.020035896,-0.024053
1022,91233,202011,0.020152314,0.165847
1024,15488,202104,0.020276364,0.080094
1025,83443,201809,0.020287603,0.025824
1026,14888,202008,0.020363817,0.143455
1031,89393,202112,0.020417128,-0.061474
1033,55976,201812,0.020471666,-0.040758
1036,83443,202011,0.020529848,0.133779
1037,55976,201809,0.020559687,-0.020342
1042,91233,201909,0.020598125,-0.03483
1044,83443,201909,0.020630913,0.022664
1046,38703,201809,0.020661332,-0.101231
1048,59408,201911,0.020688452,0.065558
1049,66093,201911,0.020712538,-0.028839
1050,83443,201908,0.020734634,-0.009833
1051,59408,201903,0.022493739,-0.051238
1052,92611,201906,0.020726098,0.075745
1053,83443,201811,0.020748816,0.063133
1057,83443,201902,0.020706292,-0.020629
1060,55976,201904,0.02080515,0.054445
1061,92655,202007,0.020865249,0.026547
1063,18163,202003,0.07785384,-0.028526
1066,75510,202107,0.022357594,0.061454
1067,90215,202112,0.021241589,-0.108191
1068,59408,201812,0.021947542,-0.127113
1070,83443,201803,0.020644426,-0.037259
1071,92655,202001,0.020832065,-0.073236
1073,55976,201902,0.020728141,0.032975
1074,83443,201901,0.020784706,0.006661
1076,17778,202106,0.020815333,-0.039906
1077,66181,202103,0.020853415,0.187969
1080,89525,202109,0.020821992,-0.078279
1082,38703,201808,0.02084132,0.028277
1088,92655,202005,0.034172542,0.042329
1095,47896,202004,0.12820281,0.073642
1097,66093,201910,0.022200804,0.030655
1101,83443,201903,0.020979814,-0.002037
1102,91233,201911,0.020644821,0.055706
1105,59408,201907,0.020751571,0.057931
1106,83443,201904,0.020878999,0.07875
1107,59408,201902,0.025492292,0.026695
